,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
584,2102400,204.22,5.672777777777777e-05,1.9494867465974263e-05,1.2760433731915706e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023672965583787912,0.00039293468059071194,0.00023672965583787912,0.00028256951455831814,5.3587046773215814e-05,4.713207017207022e-05,5.3587046773215814e-05,2.5708852152923805e-05,0.0001831426090646633,0.0003458026104186417,0.0001831426090646633,0.0002568606624053943,39.75343294157811,39.75343294157811,28.087407776396354
585,2106000,209.56,5.8211111111111105e-05,1.95455959942874e-05,1.2713697108057225e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002414662433821305,0.0004019890531823959,0.0002414662433821305,0.00028925641483175363,5.353477165756462e-05,4.7144302230821324e-05,5.353477165756462e-05,2.5679290095320252e-05,0.00018793147172456586,0.00035484475095157457,0.00018793147172456586,0.0002635771247364334,39.932134601543694,39.932134601543694,28.04370851847343
586,2109600,207.82,5.7727777777777775e-05,1.977754108892869e-05,1.281140755150187e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00024041362505260297,0.00039952876809712146,0.00024041362505260297,0.00028730849078707613,5.4042569250926685e-05,4.763033260009803e-05,5.4042569250926685e-05,2.5919876248397023e-05,0.00018637105580167628,0.00035189843549702344,0.00018637105580167628,0.0002613886145386791,39.82570361637618,39.82570361637618,28.088159419540393
587,2113200,204.75,5.687499999999999e-05,2.0152208946881728e-05,1.311580811210302e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023883223557306417,0.0003953179162608722,0.00023883223557306417,0.00028401263236040795,5.5214327405451746e-05,4.8617864927913144e-05,5.5214327405451746e-05,2.6485354779835658e-05,0.00018361790816761242,0.000346700051332959,0.00018361790816761242,0.0002575272775805723,39.584768170371106,39.584768170371106,28.15589158043962
588,2116800,216.91,6.0252777777777776e-05,2.0054250409449505e-05,1.3072063019424715e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00024951680639875466,0.00041569956779347506,0.00024951680639875466,0.00029920244977548117,5.499392258612064e-05,4.840917397353777e-05,5.499392258612064e-05,2.6380756100257994e-05,0.000194522883812634,0.00036729039381993726,0.000194522883812634,0.0002728216936752232,39.97665003040902,39.97665003040902,28.024353894895356
589,2120400,202.26,5.618333333333333e-05,2.0006801742880735e-05,1.2954048405211097e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023603985406292076,0.0003906581287448861,0.00023603985406292076,0.0002806087014010088,5.4654954888408953e-05,4.8174356424474384e-05,5.4654954888408953e-05,2.6213257379291793e-05,0.0001813848991745118,0.0003424837723204117,0.0001813848991745118,0.000254395444021717,39.578921646588,39.578921646588,28.170264291554926
590,2124000,147.72,4.103333333333333e-05,2.050000885021698e-05,1.306147971143618e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018618828842770758,0.0002992012852266945,0.00018796802779982288,0.00021240073388799601,3.062975766485557e-05,4.906926284376547e-05,5.549409669105752e-05,2.6603764685543526e-05,0.000155558530762852,0.00025013202238292903,0.00013247393110876537,0.0001857969692024525,37.771561279678615,37.17673115695142,29.010754841154075
591,2127600,119.3,3.3138888888888887e-05,2.0832502732078463e-05,1.3275709810281892e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001567588399854362,0.00025187728901392864,0.0001633870202009153,0.00017708943502273193,3.112837207311398e-05,4.986841905533513e-05,5.6399882499346725e-05,2.7038132383599923e-05,0.00012563046791232223,0.0002020088699585935,0.00010698713770156857,0.00015005130263913202,37.76380530411079,35.13229364959534,29.69217839527445
592,2131200,120.2,3.3388888888888886e-05,2.07070502942475e-05,1.3409899444641176e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015768303266861064,0.00025339669778674285,0.00016436803811606686,0.000178316985155967,3.1104807663907114e-05,4.986387155855399e-05,5.6573788730245045e-05,2.7133694483513807e-05,0.00012657822500470353,0.0002035328262281889,0.0001077942493858218,0.0001511832906724532,37.77226220946425,35.13410413327564,29.629317700881202
593,2134800,129.11,3.586388888888889e-05,1.9983286642331227e-05,1.2916927489062032e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016596006726152273,0.0002667074865334696,0.00017032286118156016,0.00018854599991244853,2.999904704224422e-05,4.808749323628594e-05,5.4538206121631264e-05,2.6156027710115454e-05,0.00013596102021927852,0.00021861999329718363,0.00011578465505992891,0.00016238997220233308,37.77449991427364,36.13870259311748,29.30607147063059
594,2138400,134.15,3.7263888888888885e-05,1.9735414019389e-05,1.2784037608230793e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017091631727262426,0.0002746829142595853,0.00017423174219761148,0.0001945936731047198,2.964785733601043e-05,4.752876585266733e-05,5.3927261705864445e-05,2.586456791578802e-05,0.0001412684599366138,0.00022715414840691797,0.00012030448049174705,0.00016872910518893176,37.776866197399464,36.56986541472464,29.15697955613587
595,2142000,122.47,3.4019444444444444e-05,1.975705183025369e-05,1.2800885859918856e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001586512095072212,0.00025496137009230755,0.00016382314321273107,0.00017993475882815743,2.96825305028448e-05,4.7584787495250206e-05,5.399317880107052e-05,2.589634278277186e-05,0.0001289686790043764,0.00020737658259705738,0.00010982996441166054,0.00015403841604538557,37.77441286506176,35.74589626914082,29.426658335334132
596,2145600,120.43,3.3452777777777775e-05,1.975024601121815e-05,1.2830274507637611e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001565186028019871,0.00025153735863310826,0.00016205614636998893,0.00017740078097744605,2.969817320700836e-05,4.761507691380055e-05,5.4055635109302406e-05,2.5928204474255202e-05,0.00012682042959497877,0.00020392228171930773,0.00010800051126068652,0.00015147257650319085,37.77520617512536,35.57372660243141,29.473386402135848
597,2149200,114.51,3.180833333333333e-05,1.995700209984923e-05,1.2967776526932618e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001505978033996246,0.0002420159759278093,0.00015732067346203946,0.00017023009211595872,3.00115093456429e-05,4.811793989295145e-05,5.462916350221869e-05,2.6203481343058395e-05,0.00012058629405398173,0.00019389803603485784,0.00010269150995982076,0.0001440266107729003,37.77361067909571,34.99574858274377,29.66163020298442
598,2152800,112.65,3.1291666666666664e-05,1.9665556589518573e-05,1.2790743099705304e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00014821027449012447,0.00023818081651764462,0.000154884459247638,0.000167522877584811,2.958267842706415e-05,4.743229010661732e-05,5.386098010194062e-05,2.5835708747441154e-05,0.00011862759606306035,0.0001907485264110273,0.00010102347914569739,0.00014168716883736983,37.774050548212415,34.971900125229425,29.665671638000795
599,2156400,113.49,3.1524999999999994e-05,1.9562094729697685e-05,1.2737405060677544e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00014894989172141204,0.00023937290532508306,0.00015538786417399915,0.00016846031490624067,2.9437722372129137e-05,4.720201972910006e-05,5.361108078966539e-05,2.571662390443775e-05,0.00011951216934928289,0.000192170885595983,0.00010177678338433374,0.00014274369100180292,37.774957646468394,35.085441703198235,29.624317891174336
600,2160000,129.85,3.606944444444444e-05,1.9745924973458512e-05,1.2843660468990363e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016644435627168917,0.000267500048864233,0.00017053092325845017,0.0001892627888811157,2.9704069109786062e-05,4.7627024856493217e-05,5.408264303591305e-05,2.594207096249634e-05,0.0001367402871619031,0.00021987302400773982,0.0001164482802225371,0.00016332071791861936,37.77782210568255,36.25013379156374,29.24756848281021
601,2163600,148.91,4.136388888888888e-05,1.976274525090373e-05,1.2866983434564874e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018655052516308347,0.0002998317285399521,0.00018769952010004123,0.00021327281924178997,2.9738848911416225e-05,4.768469731166913e-05,5.415840798654104e-05,2.597911030639059e-05,0.00015681167625166724,0.0002521470312282829,0.0001335411121135002,0.00018729370893539937,37.78159300501584,37.39837974651486,28.869162619868728
602,2167200,192.83,5.356388888888889e-05,1.9330401823235706e-05,1.262644850022434e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022599997572381986,0.0003732141730829067,0.00022599997572381986,0.0002679949127949827,5.307181341876146e-05,4.669807589836705e-05,5.307181341876146e-05,2.5460187833508875e-05,0.0001729281623050584,0.00032651609718453966,0.0001729281623050584,0.00024253472496147383,39.444964306429036,39.444964306429036,28.192728968133355
603,2170800,205.2,5.6999999999999996e-05,1.927536213759525e-05,1.2584190791788972e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023692704158969534,0.00039401843132440604,0.00023692704158969534,0.00028347335692706865,5.29055775799563e-05,4.6556401856649254e-05,5.29055775799563e-05,2.5380085329835683e-05,0.00018402146400973906,0.0003474620294677568,0.00018402146400973906,0.0002580932715972329,39.86904602576145,39.86904602576145,28.05581303031041
604,2174400,203.59,5.6552777777777774e-05,1.9165596477838124e-05,1.2547401590138756e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023526556465110394,0.0003910752877934798,0.00023526556465110394,0.0002813459054540929,5.26879337654179e-05,4.633944676355487e-05,5.26879337654179e-05,2.5277634672023506e-05,0.00018257763088568604,0.00034473584102992494,0.00018257763088568604,0.00025606827078206943,39.84136252164732,39.84136252164732,28.058377955431723
605,2178000,198.22,5.506111111111111e-05,1.9185887606184838e-05,1.2574826778394787e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002305394934340143,0.0003820509405807092,0.0002305394934340143,0.00027463553531018893,5.2777628931039274e-05,4.640803862603689e-05,5.2777628931039274e-05,2.5321459793602643e-05,0.00017776186450297503,0.0003356429019546723,0.00017776186450297503,0.0002493140755165863,39.65739409420135,39.65739409420135,28.115466777087672
606,2181600,186.91,5.191944444444444e-05,1.951378957038238e-05,1.2709486009522188e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022110633331580006,0.00036358219482525363,0.00022110633331580006,0.00026074614439675845,5.348717231160742e-05,4.709034332516388e-05,5.348717231160742e-05,2.5657385165575204e-05,0.00016761916100419263,0.00031649185150008975,0.00016761916100419263,0.00023508875923118326,39.18669933161356,39.18669933161356,28.284127191080046
607,2185200,194.76,5.4099999999999994e-05,1.9533568970711587e-05,1.2703992305203346e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002281562858487825,0.00037689683068905817,0.0002281562858487825,0.0002706234287346455,5.349731737638104e-05,4.711269394860834e-05,5.349731737638104e-05,2.5661218323938484e-05,0.00017465896847240146,0.0003297841367404498,0.00017465896847240146,0.000244962210410707,39.464525230509935,39.464525230509935,28.19694762625605
608,2188800,188.49,5.235833333333333e-05,1.9775971457771837e-05,1.2838616167458835e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000223142061303609,0.0003668327779812392,0.000223142061303609,0.0002630279041575656,5.4105970898171814e-05,4.766553658563745e-05,5.4105970898171814e-05,2.5951877045662894e-05,0.00016903609040543722,0.0003191672413956017,0.00016903609040543722,0.0002370760271119027,39.17063177080073,39.17063177080073,28.297600447521205
609,2192400,194.89,5.41361111111111e-05,1.9922836014305336e-05,1.2908254465999712e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022922168546465573,0.00037798827912845017,0.00022922168546465573,0.00027123930760702606,5.444613419341773e-05,4.7984015371280996e-05,5.444613419341773e-05,2.6113587813728223e-05,0.000174775551271238,0.00033000426375716916,0.000174775551271238,0.00024512571979329784,39.35746209030987,39.35746209030987,28.24134435267715
610,2196000,190.34,5.287222222222222e-05,2.0247593265179612e-05,1.3106798609432014e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022600033333985793,0.00037104961446575755,0.00022600033333985793,0.0002659278273923932,5.530518002790015e-05,4.874979629376522e-05,5.530518002790015e-05,2.65249359897747e-05,0.00017069515331195778,0.00032229981817199235,0.00017069515331195778,0.00023940289140261852,39.09161348536735,39.09161348536735,28.3309247537476
611,2199600,183.87,5.1074999999999995e-05,2.0227621859249517e-05,1.3074875165400133e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022009799110254787,0.0003600197413772768,0.00022009799110254787,0.0002577410074086999,5.520507400961065e-05,4.867547549893157e-05,5.520507400961065e-05,2.647585220117937e-05,0.00016489291709293722,0.0003113442658783452,0.00016489291709293722,0.00023126515520752056,38.86502160671801,38.86502160671801,28.409201555810114
612,2203200,189.87,5.2741666666666663e-05,2.0020061890476093e-05,1.2999869574826115e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022505413970917135,0.0003697616884676775,0.00022505413970917135,0.0002650873029883423,5.4780478054545833e-05,4.8257714125362735e-05,5.4780478054545833e-05,2.6275560892013724e-05,0.0001702736616546255,0.00032150397434231473,0.0001702736616546255,0.00023881174209632855,39.13535481682431,39.13535481682431,28.30860760970514
613,2206800,177.91,4.941944444444444e-05,2.0108268933333984e-05,1.2975265830147378e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021437351430155985,0.00034960953232675615,0.00021437351430155985,0.00025006140800781714,5.482547013989964e-05,4.8357243522620646e-05,5.482547013989964e-05,2.6292529109845833e-05,0.0001595480441616602,0.0003012522888041355,0.0001595480441616602,0.00022376887889797128,38.682016798901365,38.682016798901365,28.47408755030689
614,2210400,139.77,3.8825e-05,1.998021418054892e-05,1.293802238085143e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001771987761326571,0.0002847823870746506,0.00017992961841653375,0.0002019775981058702,3.0012099685840024e-05,4.811197840648122e-05,5.458517385200534e-05,2.6179856531088265e-05,0.0001471866764468171,0.00023667040866816945,0.00012534444456452842,0.0001757977415747819,37.77748056932762,36.81855810508098,29.07651341059749
615,2214000,122.72,3.408888888888889e-05,2.292518818880635e-05,1.426290161355272e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016322214012311513,0.00026219932349521663,0.00017128885270046407,0.00018368907789655694,3.399019525974391e-05,5.439941971216054e-05,6.123469059873316e-05,2.933622073080436e-05,0.00012923194486337122,0.00020779990378305612,0.0001100541621017309,0.00015435285716575256,37.748832473210854,34.672275116076364,29.94296268658831
616,2217600,117.72,3.2699999999999995e-05,2.2951889502205705e-05,1.41645435689411e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015790841892263444,0.0002536374657991883,0.0001666004958178978,0.00017729569597978108,3.3941791239159396e-05,5.4303985736106854e-05,6.103028751757381e-05,2.9231661221368503e-05,0.00012396662768347503,0.0001993334800630815,0.00010557020830032398,0.00014806403475841256,37.742470961425376,34.315502130982516,30.098774870999968
617,2221200,120.07,3.335277777777777e-05,2.090413257251724e-05,1.335810119488343e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001577048522816864,0.00025340333494369363,0.0001643595943506627,0.0001781952182955076,3.1263525523660174e-05,5.009063573222407e-05,5.6681927763677455e-05,2.7175437005645233e-05,0.00012644132675802624,0.00020331269921146955,0.00010767766658698521,0.00015101978128986235,37.765281456643606,35.1391352496669,29.6792134424345
618,2224800,124.58,3.460555555555555e-05,2.0651179586129468e-05,1.3289660267196726e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001621471915684669,0.00026056264718947735,0.0001679417492544509,0.00018365135587152177,3.095654871417435e-05,4.961323378259073e-05,5.621955633859665e-05,2.6959056770238742e-05,0.00013119064285429255,0.00021094941340688662,0.00011172219291585424,0.00015669229910128302,37.77036220753629,35.54649867664028,29.517389444553356
619,2228400,122.12,3.392222222222222e-05,2.056652024106817e-05,1.3262204989677587e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015945043351899628,0.00025623110465981493,0.00016556998566239888,0.00018047934698492714,3.08503267172126e-05,4.944717172315576e-05,5.605389801683683e-05,2.6881148508055363e-05,0.00012860010680178368,0.00020678393293665918,0.00010951608764556206,0.00015359819847687178,37.7708519304514,35.382557913014594,29.56384150763412
620,2232000,114.31,3.1752777777777774e-05,2.055226871899801e-05,1.3314506541310653e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015125169321938883,0.00024305721698743692,0.00015867467774694833,0.0001707117774093134,3.0876011852602945e-05,4.949783790137806e-05,5.616252593918384e-05,2.6936719532706696e-05,0.00012037568136678587,0.00019355937908605884,0.00010251215180776448,0.0001437750578766067,37.771157304410885,34.7171502604879,29.764777394724675
621,2235600,104.23,2.8952777777777777e-05,2.092326143587836e-05,1.3574203037910175e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001412089748586706,0.00022690913231156006,0.00015069524178933967,0.00015854310428025512,3.144817292655539e-05,5.041806344496994e-05,5.722274084521149e-05,2.7446312376845813e-05,0.00010976080193211523,0.0001764910688665901,9.347250094412818e-05,0.0001310967919034093,37.76849198613034,33.587846265074106,30.129253650943504
622,2239200,94.99,2.6386111111111107e-05,2.062393911615313e-05,1.3357568981328496e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00013101160135366863,0.00021051091372751993,0.00014153645385410772,0.0001465016377783361,3.098110557000149e-05,4.966579589544286e-05,5.63502995349795e-05,2.7026589683691127e-05,0.00010003049578366712,0.00016084511783207706,8.518615431912823e-05,0.000119475048094645,37.76493625254662,32.76526553995724,30.40663061870314
623,2242800,99.67,2.768611111111111e-05,2.06213240310354e-05,1.3348778780277017e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00013593057855752148,0.00021841938731284716,0.00014570927055028568,0.00015237598571383716,3.097174589347154e-05,4.964969687887387e-05,5.6326135473040584e-05,2.7014599845921905e-05,0.00010495883266404994,0.0001687696904339733,8.938313507724509e-05,0.00012536138586791525,37.76624857809671,33.28922292892301,30.23696861873094
624,2246400,106.28,2.952222222222222e-05,1.9866873680864803e-05,1.30248389392054e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00014188405066891747,0.0002280226358956013,0.00014997067113678984,0.00015989987188978853,2.99644686930448e-05,4.806033330382162e-05,5.465974913408483e-05,2.6224662799369827e-05,0.00011191958197587266,0.00017996230259177969,9.531092200270501e-05,0.0001336752090904187,37.7763307964398,34.22991952191406,29.87543922481553
625,2250000,121.67,3.379722222222222e-05,1.9621450515094865e-05,1.2790318629102028e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015766418937787762,0.00025338689906639043,0.0001629204922747553,0.0001788440716192259,2.953796112228463e-05,4.7364944264528984e-05,5.380796047131987e-05,2.5811867159014727e-05,0.000128126228255593,0.00020602195480186143,0.00010911253180343543,0.00015303220446021115,37.77729237036533,35.702874586239695,29.4185799351976
626,2253600,168.46,4.679444444444444e-05,1.961723523171333e-05,1.2764267074147211e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020481388469637316,0.00033257333022556316,0.00020481388469637316,0.0002376612072027427,5.3740513219371986e-05,4.7322582252179595e-05,5.3740513219371986e-05,2.5778202654643957e-05,0.00015107337147700117,0.00028525074797338356,0.00015107337147700117,0.00021188300454809875,38.41542117719992,38.41542117719992,28.53870542128188
627,2257200,185.42,5.150555555555555e-05,1.954148502813091e-05,1.2732807299408934e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021985869799915836,0.00036113333152338353,0.00021985869799915836,0.00025891486494382545,5.3575755227785015e-05,4.7164474291846247e-05,5.3575755227785015e-05,2.570017479002952e-05,0.00016628294277137336,0.0003139688572315373,0.00016628294277137336,0.00023321469015379594,39.1197990305355,39.1197990305355,28.304910584787546
628,2260800,185.18,5.1438888888888884e-05,1.951184422594005e-05,1.2758854027320024e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021967098711091765,0.000360718053482715,0.00021967098711091765,0.00025862875235803644,5.360327412201183e-05,4.7155584589736446e-05,5.360327412201183e-05,2.5715925679792808e-05,0.00016606771298890584,0.00031356246889297857,0.00016606771298890584,0.00023291282667824362,39.10174858452326,39.10174858452326,28.30168885061654
629,2264400,174.29,4.8413888888888885e-05,1.95421095145578e-05,1.2761861275557352e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020994783095953156,0.0003423281461168799,0.00020994783095953156,0.00024495133430335993,5.364616935008994e-05,4.720554808600603e-05,5.364616935008994e-05,2.5735562828302766e-05,0.00015630166160944162,0.0002951225980308739,0.00015630166160944162,0.00021921577147505716,38.67059038497822,38.67059038497822,28.445458814325175
630,2268000,166.79,4.633055555555555e-05,2.020667235789929e-05,1.3111052353559764e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002048428660506051,0.00033111669543951333,0.0002048428660506051,0.00023629096194962792,5.526713514327385e-05,4.869373298860133e-05,5.526713514327385e-05,2.6508424085580767e-05,0.00014957573090733126,0.00028242296245091205,0.00014957573090733126,0.00020978253786404716,38.13574825071763,38.13574825071763,28.63816134792505
631,2271600,158.07,4.390833333333333e-05,2.0177633739048666e-05,1.3109835938542387e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019680003646463542,0.0003163056191304292,0.0001969856964662055,0.0002253064282487545,3.0342299139398407e-05,4.864809964715286e-05,5.5229980988527846e-05,2.649159666310829e-05,0.000166457737325237,0.00026765751948327636,0.00014175571547767765,0.00019881483158564622,37.78168184123072,37.72298544434707,28.76938801525084
